name: 0f250527-029e-44c7-9ad4-c076202dca2f num_items: 3990
token, class_id, token_value, token_tf, token_df
вкладка, @default_class, 0.00011280446051387116, 391.0, 144.0
удовлетворять, @default_class, 4.760290539707057e-05, 165.0, 125.0
заметка, @default_class, 6.058551662135869e-05, 210.0, 133.0
математический, @default_class, 9.982185292756185e-05, 346.0, 178.0
обманывать, @default_class, 1.0386088433733676e-05, 36.0, 33.0
невозможность, @default_class, 3.663981260615401e-05, 127.0, 104.0
case, @default_class, 0.0002561901928856969, 888.0, 135.0
кроссплатформенный, @default_class, 2.538821536290925e-05, 88.0, 57.0
состояться, @default_class, 5.308445179252885e-05, 184.0, 159.0
латинский, @default_class, 1.1251595424255356e-05, 39.0, 32.0
флажок, @default_class, 1.1251595424255356e-05, 39.0, 30.0
возрасти, @default_class, 2.5965220629586838e-05, 90.0, 83.0
устроенный, @default_class, 2.8273239877307788e-05, 98.0, 88.0
происхождение, @default_class, 2.3368698748527095e-05, 81.0, 65.0
загадочный, @default_class, 1.2405605957610533e-05, 43.0, 37.0
неограниченный, @default_class, 2.2791693481849506e-05, 79.0, 62.0
ru, @default_class, 1.7310147086391225e-05, 60.0, 30.0
сниматься, @default_class, 1.529063047200907e-05, 53.0, 49.0
mvp, @default_class, 1.8464157619746402e-05, 64.0, 37.0
конвертировать, @default_class, 2.683072852960322e-05, 93.0, 68.0
заглушка, @default_class, 1.904116288642399e-05, 66.0, 43.0
заход, @default_class, 1.2405605957610533e-05, 43.0, 33.0
выключаться, @default_class, 1.1828600690932944e-05, 41.0, 40.0
исключать, @default_class, 3.3466283639427274e-05, 116.0, 104.0
неэффективный, @default_class, 1.990666896745097e-05, 69.0, 59.0
пауза, @default_class, 4.212135900161229e-05, 146.0, 65.0
осознание, @default_class, 1.8752660253085196e-05, 65.0, 62.0
школа, @default_class, 0.00011482397530926391, 398.0, 192.0
подменять, @default_class, 1.154009805759415e-05, 40.0, 30.0
пачка, @default_class, 1.759864971973002e-05, 61.0, 50.0
деплоить, @default_class, 1.8752660253085196e-05, 65.0, 33.0
напрягать, @default_class, 9.520581443211995e-06, 33.0, 31.0
фронт, @default_class, 3.375478627276607e-05, 117.0, 65.0
фиксация, @default_class, 2.2214688215171918e-05, 77.0, 63.0
спешить, @default_class, 2.8273239877307788e-05, 98.0, 91.0
наивный, @default_class, 1.3559615581471007e-05, 47.0, 35.0
топология, @default_class, 2.740773379628081e-05, 95.0, 36.0
митапа, @default_class, 1.759864971973002e-05, 61.0, 36.0
примечательный, @default_class, 1.586763573868666e-05, 55.0, 47.0
приватность, @default_class, 1.1251595424255356e-05, 39.0, 31.0
tv, @default_class, 3.0869763577356935e-05, 107.0, 33.0
виктор, @default_class, 1.0386088433733676e-05, 36.0, 32.0
усреднить, @default_class, 1.0097585800394882e-05, 35.0, 31.0
попасться, @default_class, 2.1637684767483734e-05, 75.0, 69.0
незначительно, @default_class, 1.067459106707247e-05, 37.0, 34.0
надоесть, @default_class, 1.6733141819713637e-05, 58.0, 55.0
посещение, @default_class, 3.144676884403452e-05, 109.0, 94.0
скан, @default_class, 1.8752660253085196e-05, 65.0, 30.0
сумасшедший, @default_class, 9.520581443211995e-06, 33.0, 32.0
arguments, @default_class, 1.8752660253085196e-05, 65.0, 33.0
печально, @default_class, 1.0386088433733676e-05, 36.0, 33.0
впечатлять, @default_class, 1.7310147086391225e-05, 60.0, 59.0
иллюзия, @default_class, 2.452270928188227e-05, 85.0, 60.0
занимательный, @default_class, 1.1828600690932944e-05, 41.0, 37.0
заметно, @default_class, 6.837508408352733e-05, 237.0, 188.0
компенсировать, @default_class, 2.077217686746735e-05, 72.0, 63.0
самолёт, @default_class, 5.6546479754615575e-05, 196.0, 107.0
заведение, @default_class, 1.7887152353068814e-05, 62.0, 43.0
изготовление, @default_class, 6.750957254553214e-05, 234.0, 134.0
простор, @default_class, 2.683072852960322e-05, 93.0, 88.0
кинотеатр, @default_class, 2.4811211915221065e-05, 86.0, 36.0
подсказка, @default_class, 5.8565998187987134e-05, 203.0, 121.0
усложнение, @default_class, 1.3271112948132213e-05, 46.0, 40.0
биться, @default_class, 1.0386088433733676e-05, 36.0, 33.0
уведомлять, @default_class, 1.067459106707247e-05, 37.0, 33.0
претендовать, @default_class, 2.6253723262925632e-05, 91.0, 80.0
высоконагруженный, @default_class, 2.365720138186589e-05, 82.0, 49.0
предсказывать, @default_class, 3.202377411071211e-05, 111.0, 71.0
умножение, @default_class, 3.058126094401814e-05, 106.0, 47.0
неочевидный, @default_class, 1.3559615581471007e-05, 47.0, 39.0
предсказание, @default_class, 5.885450082132593e-05, 204.0, 77.0
обнаружиться, @default_class, 1.7310147086391225e-05, 60.0, 57.0
алфавит, @default_class, 1.2694107681454625e-05, 44.0, 30.0
вычислить, @default_class, 5.625797712127678e-05, 195.0, 120.0
дважды, @default_class, 2.856174251064658e-05, 99.0, 88.0
powershell, @default_class, 2.6542225896264426e-05, 92.0, 41.0
встретиться, @default_class, 3.144676884403452e-05, 109.0, 94.0
отменять, @default_class, 1.4425122571992688e-05, 50.0, 50.0
выяснять, @default_class, 1.3848118214809801e-05, 48.0, 48.0
счесть, @default_class, 1.0963093700411264e-05, 38.0, 37.0
possible, @default_class, 1.7887152353068814e-05, 62.0, 34.0
правильность, @default_class, 2.0483674234128557e-05, 71.0, 61.0
любовь, @default_class, 3.3466283639427274e-05, 116.0, 85.0
дошлый, @default_class, 1.4425122571992688e-05, 50.0, 47.0
visual, @default_class, 0.00010732291411841288, 372.0, 113.0
облегчать, @default_class, 2.913874777732417e-05, 101.0, 95.0
ученик, @default_class, 3.606280733947642e-05, 125.0, 41.0
ложный, @default_class, 5.712348502129316e-05, 198.0, 106.0
логичный, @default_class, 4.067884583491832e-05, 141.0, 130.0
видеоролик, @default_class, 2.0483674234128557e-05, 71.0, 51.0
тренировка, @default_class, 4.61603922303766e-05, 160.0, 79.0
освобождать, @default_class, 1.3559615581471007e-05, 47.0, 38.0
сдавать, @default_class, 1.2982610314793419e-05, 45.0, 37.0
проектный, @default_class, 2.9427250410662964e-05, 102.0, 61.0
отнестись, @default_class, 1.0097585800394882e-05, 35.0, 34.0
дорожка, @default_class, 1.7887152353068814e-05, 62.0, 52.0
допускаться, @default_class, 1.8175654986407608e-05, 63.0, 48.0
поддаваться, @default_class, 2.2503190848510712e-05, 78.0, 71.0
соц, @default_class, 1.5579133105347864e-05, 54.0, 41.0
чинить, @default_class, 1.3848118214809801e-05, 48.0, 30.0
закрытие, @default_class, 5.135343599249609e-05, 178.0, 110.0
types, @default_class, 1.990666896745097e-05, 69.0, 33.0
ступень, @default_class, 5.5969478125916794e-05, 194.0, 53.0
подлежать, @default_class, 1.0097585800394882e-05, 35.0, 32.0
некого, @default_class, 9.520581443211995e-06, 33.0, 31.0
банальный, @default_class, 3.058126094401814e-05, 106.0, 92.0
дисциплина, @default_class, 2.7984739062958397e-05, 97.0, 65.0
убыток, @default_class, 2.1637684767483734e-05, 75.0, 57.0
отвлечься, @default_class, 1.154009805759415e-05, 40.0, 40.0
скриптовый, @default_class, 1.2117103324271739e-05, 42.0, 33.0
тратиться, @default_class, 2.4234206648543477e-05, 84.0, 68.0
зависнуть, @default_class, 1.067459106707247e-05, 37.0, 36.0
джеймс, @default_class, 1.8752660253085196e-05, 65.0, 42.0
концентрироваться, @default_class, 1.3271112948132213e-05, 46.0, 43.0
награда, @default_class, 3.981333793490194e-05, 138.0, 83.0
проприетарный, @default_class, 2.0483674234128557e-05, 71.0, 54.0
наклейка, @default_class, 1.2694107681454625e-05, 44.0, 31.0
иванов, @default_class, 1.932966370077338e-05, 67.0, 35.0
ощутить, @default_class, 1.4713625205331482e-05, 51.0, 46.0
разрушать, @default_class, 1.2405605957610533e-05, 43.0, 39.0
начальство, @default_class, 1.2694107681454625e-05, 44.0, 33.0
финал, @default_class, 3.260077573941089e-05, 113.0, 45.0
ssl, @default_class, 3.750532050617039e-05, 130.0, 57.0
def, @default_class, 0.00022878244635649025, 793.0, 106.0
two, @default_class, 3.4908796806121245e-05, 121.0, 40.0
u, @default_class, 4.212135900161229e-05, 146.0, 52.0
integer, @default_class, 8.770474960329011e-05, 304.0, 60.0
серый, @default_class, 3.577430470613763e-05, 124.0, 88.0
бог, @default_class, 4.5006381697021425e-05, 156.0, 96.0
screen, @default_class, 3.462029417278245e-05, 120.0, 41.0
properties, @default_class, 1.586763573868666e-05, 55.0, 30.0
назначить, @default_class, 5.914300345466472e-05, 205.0, 148.0
отвлекать, @default_class, 2.9715753044001758e-05, 103.0, 78.0
space, @default_class, 4.8468413297086954e-05, 168.0, 81.0
none, @default_class, 8.597373380325735e-05, 298.0, 79.0
line, @default_class, 0.000101552861451637, 352.0, 101.0
поэкспериментировать, @default_class, 9.520581443211995e-06, 33.0, 30.0
250, @default_class, 5.221894389251247e-05, 181.0, 132.0
патент, @default_class, 3.8947830034885556e-05, 135.0, 56.0
московский, @default_class, 5.972000872134231e-05, 207.0, 128.0
secure, @default_class, 2.2791693481849506e-05, 79.0, 35.0
нибыть, @default_class, 1.067459106707247e-05, 37.0, 30.0
фриланс, @default_class, 1.759864971973002e-05, 61.0, 37.0
вычитать, @default_class, 8.943576176534407e-06, 31.0, 30.0
загадка, @default_class, 2.683072852960322e-05, 93.0, 63.0
flag, @default_class, 3.2889278372749686e-05, 114.0, 32.0
tag, @default_class, 3.750532050617039e-05, 130.0, 32.0
пояснять, @default_class, 1.1828600690932944e-05, 41.0, 40.0
отреагировать, @default_class, 1.1251595424255356e-05, 39.0, 38.0
ложь, @default_class, 1.904116288642399e-05, 66.0, 34.0
макс, @default_class, 1.3271112948132213e-05, 46.0, 33.0
запрограммировать, @default_class, 1.7887152353068814e-05, 62.0, 55.0
интерпретация, @default_class, 2.5965220629586838e-05, 90.0, 52.0
кольцо, @default_class, 5.164193862583488e-05, 179.0, 73.0
прибор, @default_class, 0.00010761141311377287, 373.0, 132.0
мягко, @default_class, 1.904116288642399e-05, 66.0, 53.0
умереть, @default_class, 3.606280733947642e-05, 125.0, 94.0
молодец, @default_class, 1.067459106707247e-05, 37.0, 31.0
michael, @default_class, 1.1251595424255356e-05, 39.0, 30.0
институт, @default_class, 9.23207844607532e-05, 320.0, 192.0
future, @default_class, 2.077217686746735e-05, 72.0, 44.0
route, @default_class, 5.366145705920644e-05, 186.0, 41.0
байт, @default_class, 0.0002036827354459092, 706.0, 174.0
magic, @default_class, 2.3945704015204683e-05, 83.0, 39.0
арсенал, @default_class, 1.6733141819713637e-05, 58.0, 48.0
жёстко, @default_class, 2.1637684767483734e-05, 75.0, 67.0
экспортировать, @default_class, 3.2312276744050905e-05, 112.0, 66.0
загрузчик, @default_class, 5.770049028797075e-05, 200.0, 43.0
вредоносный, @default_class, 8.395421173190698e-05, 291.0, 99.0
сигнатура, @default_class, 1.8175654986407608e-05, 63.0, 41.0
вышеуказанный, @default_class, 1.067459106707247e-05, 37.0, 37.0
председатель, @default_class, 1.2117103324271739e-05, 42.0, 31.0
yes, @default_class, 5.5969478125916794e-05, 194.0, 57.0
закодировать, @default_class, 1.702164445305243e-05, 59.0, 40.0
реестр, @default_class, 4.875691593042575e-05, 169.0, 87.0
g, @default_class, 5.8565998187987134e-05, 203.0, 73.0
крошечный, @default_class, 1.154009805759415e-05, 40.0, 35.0
users, @default_class, 4.587188959703781e-05, 159.0, 57.0
db, @default_class, 4.0967348468257114e-05, 142.0, 57.0
изнутри, @default_class, 2.077217686746735e-05, 72.0, 62.0
мкс, @default_class, 4.760290539707057e-05, 165.0, 52.0
зритель, @default_class, 3.8947830034885556e-05, 135.0, 64.0
придать, @default_class, 1.529063047200907e-05, 53.0, 47.0
оранжевый, @default_class, 1.5002127838670276e-05, 52.0, 37.0
отбирать, @default_class, 1.2694107681454625e-05, 44.0, 40.0
преодоление, @default_class, 1.2982610314793419e-05, 45.0, 37.0
необратимый, @default_class, 1.1251595424255356e-05, 39.0, 30.0
иерархический, @default_class, 1.2694107681454625e-05, 44.0, 37.0
веб, @default_class, 9.75138318608515e-05, 338.0, 166.0
заморозить, @default_class, 1.0386088433733676e-05, 36.0, 31.0
боковой, @default_class, 1.7887152353068814e-05, 62.0, 34.0
оговорка, @default_class, 1.3848118214809801e-05, 48.0, 45.0
офисный, @default_class, 5.019942909711972e-05, 174.0, 94.0
упражнение, @default_class, 2.683072852960322e-05, 93.0, 57.0
swift, @default_class, 0.00010472639405634254, 363.0, 69.0
висеть, @default_class, 2.5676717996248044e-05, 89.0, 77.0
наличный, @default_class, 1.3271112948132213e-05, 46.0, 30.0
издать, @default_class, 9.232078809873201e-06, 32.0, 30.0
бюро, @default_class, 1.2405605957610533e-05, 43.0, 34.0
легендарный, @default_class, 1.5002127838670276e-05, 52.0, 42.0
честь, @default_class, 2.452270928188227e-05, 85.0, 79.0
заслужить, @default_class, 1.067459106707247e-05, 37.0, 37.0
авто, @default_class, 2.2791693481849506e-05, 79.0, 33.0
метаданные, @default_class, 3.808232577284798e-05, 132.0, 59.0
стивен, @default_class, 1.2117103324271739e-05, 42.0, 31.0
2008, @default_class, 4.673739749705419e-05, 162.0, 110.0
аж, @default_class, 2.365720138186589e-05, 82.0, 70.0
вебинар, @default_class, 2.1926187400822528e-05, 76.0, 40.0
эфир, @default_class, 1.2405605957610533e-05, 43.0, 30.0
приблизить, @default_class, 2.683072852960322e-05, 93.0, 82.0
проблематично, @default_class, 1.2982610314793419e-05, 45.0, 41.0
item, @default_class, 0.00015550282842013985, 539.0, 72.0
header, @default_class, 5.5969478125916794e-05, 194.0, 60.0
cache, @default_class, 4.0967348468257114e-05, 142.0, 55.0
интуитивный, @default_class, 1.4425122571992688e-05, 50.0, 36.0
капитан, @default_class, 1.759864971973002e-05, 61.0, 33.0
типизация, @default_class, 2.452270928188227e-05, 85.0, 36.0
подрядчик, @default_class, 2.4234206648543477e-05, 84.0, 43.0
мебель, @default_class, 2.0483674234128557e-05, 71.0, 44.0
частный, @default_class, 3.144676884403452e-05, 109.0, 79.0
extensions, @default_class, 1.4136619938653894e-05, 49.0, 33.0
салон, @default_class, 2.1060679500806145e-05, 73.0, 34.0
exec, @default_class, 6.02970139880199e-05, 209.0, 45.0
бедный, @default_class, 1.3848118214809801e-05, 48.0, 42.0
sata, @default_class, 2.2503190848510712e-05, 78.0, 42.0
игорь, @default_class, 1.529063047200907e-05, 53.0, 41.0
признание, @default_class, 1.932966370077338e-05, 67.0, 56.0
внесение, @default_class, 3.808232577284798e-05, 132.0, 104.0
отход, @default_class, 1.7310147086391225e-05, 60.0, 33.0
зуб, @default_class, 2.8273239877307788e-05, 98.0, 51.0
автопилот, @default_class, 2.0195171600789763e-05, 70.0, 35.0
kit, @default_class, 1.990666896745097e-05, 69.0, 38.0
несоответствие, @default_class, 1.1251595424255356e-05, 39.0, 33.0
сосредоточить, @default_class, 2.452270928188227e-05, 85.0, 76.0
комп, @default_class, 1.6444639186374843e-05, 57.0, 35.0
звание, @default_class, 1.4136619938653894e-05, 49.0, 45.0
слать, @default_class, 1.7310147086391225e-05, 60.0, 47.0
тройка, @default_class, 1.8752660253085196e-05, 65.0, 49.0
жаловаться, @default_class, 2.683072852960322e-05, 93.0, 79.0
stackoverflow, @default_class, 1.0963093700411264e-05, 38.0, 32.0
устроиться, @default_class, 1.3559615581471007e-05, 47.0, 36.0
одежда, @default_class, 4.327536953496747e-05, 150.0, 80.0
range, @default_class, 6.173952715471387e-05, 214.0, 68.0
побывать, @default_class, 1.8752660253085196e-05, 65.0, 55.0
шея, @default_class, 1.4713625205331482e-05, 51.0, 32.0
тишина, @default_class, 1.154009805759415e-05, 40.0, 36.0
спортивный, @default_class, 2.740773379628081e-05, 95.0, 66.0
полчаса, @default_class, 1.529063047200907e-05, 53.0, 43.0
путешествовать, @default_class, 1.4713625205331482e-05, 51.0, 44.0
прикрепить, @default_class, 1.8464157619746402e-05, 64.0, 48.0
дарить, @default_class, 1.7310147086391225e-05, 60.0, 42.0
exit, @default_class, 5.8565998187987134e-05, 203.0, 80.0
gmail, @default_class, 1.5579133105347864e-05, 54.0, 40.0
тащить, @default_class, 9.520581443211995e-06, 33.0, 32.0
кристалл, @default_class, 3.9524835301563144e-05, 137.0, 48.0
микросхема, @default_class, 7.241411367431283e-05, 251.0, 84.0
31, @default_class, 7.299111894099042e-05, 253.0, 127.0
наслаждаться, @default_class, 1.4425122571992688e-05, 50.0, 47.0
512, @default_class, 4.587188959703781e-05, 159.0, 84.0
япония, @default_class, 4.414087743498385e-05, 153.0, 83.0
graphics, @default_class, 2.0483674234128557e-05, 71.0, 33.0
bar, @default_class, 2.6542225896264426e-05, 92.0, 38.0
live, @default_class, 2.9427250410662964e-05, 102.0, 60.0
45, @default_class, 4.356387216830626e-05, 151.0, 132.0
общественность, @default_class, 1.759864971973002e-05, 61.0, 53.0
владение, @default_class, 2.134918213414494e-05, 74.0, 49.0
мощь, @default_class, 1.7310147086391225e-05, 60.0, 55.0
чайник, @default_class, 1.2694107681454625e-05, 44.0, 30.0
воля, @default_class, 2.1060679500806145e-05, 73.0, 62.0
делить, @default_class, 3.058126094401814e-05, 106.0, 90.0
союз, @default_class, 3.9524835301563144e-05, 137.0, 76.0
дыхание, @default_class, 1.6156138372025453e-05, 56.0, 37.0
канада, @default_class, 1.586763573868666e-05, 55.0, 45.0
цветовой, @default_class, 5.972000872134231e-05, 207.0, 115.0
49, @default_class, 2.30801961151883e-05, 80.0, 55.0
воспоминание, @default_class, 3.4908796806121245e-05, 121.0, 44.0
печать, @default_class, 0.00016877394227776676, 585.0, 132.0
кот, @default_class, 1.7310147086391225e-05, 60.0, 36.0
понедельник, @default_class, 1.932966370077338e-05, 67.0, 43.0
handler, @default_class, 3.058126094401814e-05, 106.0, 33.0
знающий, @default_class, 1.2694107681454625e-05, 44.0, 43.0
institute, @default_class, 2.6253723262925632e-05, 91.0, 33.0
влево, @default_class, 1.6156138372025453e-05, 56.0, 42.0
наведение, @default_class, 1.5002127838670276e-05, 52.0, 31.0
накапливаться, @default_class, 1.6156138372025453e-05, 56.0, 46.0
любезно, @default_class, 9.232078809873201e-06, 32.0, 31.0
навести, @default_class, 1.3559615581471007e-05, 47.0, 47.0
чужой, @default_class, 1.7310147086391225e-05, 60.0, 52.0
кнопочка, @default_class, 1.6444639186374843e-05, 57.0, 42.0
sys, @default_class, 2.2214688215171918e-05, 77.0, 31.0
бортовый, @default_class, 1.8464157619746402e-05, 64.0, 37.0
ручка, @default_class, 5.8565998187987134e-05, 203.0, 96.0
language, @default_class, 4.8468413297086954e-05, 168.0, 85.0
png, @default_class, 1.759864971973002e-05, 61.0, 33.0
сходиться, @default_class, 1.4713625205331482e-05, 51.0, 46.0
короче, @default_class, 2.683072852960322e-05, 93.0, 84.0
2500, @default_class, 1.2405605957610533e-05, 43.0, 36.0
приёмник, @default_class, 6.404754822142422e-05, 222.0, 62.0
define, @default_class, 0.0001298261049669236, 450.0, 80.0
ножка, @default_class, 1.6156138372025453e-05, 56.0, 37.0
char, @default_class, 0.0002310904674232006, 801.0, 104.0
block, @default_class, 6.895208935020491e-05, 239.0, 68.0
doi, @default_class, 1.4425122571992688e-05, 50.0, 46.0
требовательный, @default_class, 1.3848118214809801e-05, 48.0, 40.0
миниатюрный, @default_class, 2.2503190848510712e-05, 78.0, 62.0
events, @default_class, 1.5002127838670276e-05, 52.0, 31.0
радоваться, @default_class, 1.4713625205331482e-05, 51.0, 49.0
абонентский, @default_class, 1.2405605957610533e-05, 43.0, 30.0
проигрывать, @default_class, 2.1637684767483734e-05, 75.0, 60.0
смешной, @default_class, 1.6156138372025453e-05, 56.0, 52.0
закономерность, @default_class, 3.202377411071211e-05, 111.0, 86.0
беглый, @default_class, 1.067459106707247e-05, 37.0, 37.0
препятствовать, @default_class, 2.134918213414494e-05, 74.0, 65.0
собеседник, @default_class, 2.452270928188227e-05, 85.0, 58.0
прыгать, @default_class, 1.7310147086391225e-05, 60.0, 48.0
наклон, @default_class, 2.3368698748527095e-05, 81.0, 44.0
представимый, @default_class, 3.462029417278245e-05, 120.0, 105.0
push, @default_class, 7.039459887892008e-05, 244.0, 66.0
всерьёз, @default_class, 1.904116288642399e-05, 66.0, 57.0
выключатель, @default_class, 1.8464157619746402e-05, 64.0, 31.0
std, @default_class, 0.00020050921011716127, 695.0, 54.0
ом, @default_class, 4.904541856376454e-05, 170.0, 96.0
ячейка, @default_class, 0.00011309295950923115, 392.0, 116.0
рискнуть, @default_class, 1.2117103324271739e-05, 42.0, 39.0
передатчик, @default_class, 3.404328890610486e-05, 118.0, 39.0
cmd, @default_class, 6.087401925469749e-05, 211.0, 37.0
ознакомление, @default_class, 1.154009805759415e-05, 40.0, 35.0
выясняться, @default_class, 1.3848118214809801e-05, 48.0, 42.0
комплексный, @default_class, 3.663981260615401e-05, 127.0, 98.0
чиновник, @default_class, 1.5002127838670276e-05, 52.0, 38.0
внешне, @default_class, 2.1926187400822528e-05, 76.0, 63.0
arduino, @default_class, 6.606706301681697e-05, 229.0, 66.0
модератор, @default_class, 2.2214688215171918e-05, 77.0, 34.0
проникать, @default_class, 1.6733141819713637e-05, 58.0, 49.0
выработать, @default_class, 1.9618166334112175e-05, 68.0, 53.0
вживую, @default_class, 1.0963093700411264e-05, 38.0, 35.0
постройка, @default_class, 1.3271112948132213e-05, 46.0, 38.0
станок, @default_class, 9.174377919407561e-05, 318.0, 65.0
массачусетский, @default_class, 1.067459106707247e-05, 37.0, 32.0
осторожный, @default_class, 2.1060679500806145e-05, 73.0, 63.0
намерение, @default_class, 2.077217686746735e-05, 72.0, 63.0
прибыть, @default_class, 5.5969478125916794e-05, 194.0, 141.0
грузовик, @default_class, 2.913874777732417e-05, 101.0, 49.0
developers, @default_class, 1.4713625205331482e-05, 51.0, 39.0
gcc, @default_class, 4.962242383044213e-05, 172.0, 65.0
4096, @default_class, 2.9715753044001758e-05, 103.0, 35.0
please, @default_class, 2.30801961151883e-05, 80.0, 51.0
взвесить, @default_class, 1.0386088433733676e-05, 36.0, 33.0
allow, @default_class, 3.0869763577356935e-05, 107.0, 31.0
timestamp, @default_class, 2.5965220629586838e-05, 90.0, 37.0
aws, @default_class, 4.529488433036022e-05, 157.0, 47.0
кавычка, @default_class, 1.4713625205331482e-05, 51.0, 40.0
resource, @default_class, 2.9715753044001758e-05, 103.0, 43.0
значок, @default_class, 3.317778100608848e-05, 115.0, 55.0
диалоговый, @default_class, 1.6444639186374843e-05, 57.0, 36.0
диспетчер, @default_class, 2.7984739062958397e-05, 97.0, 42.0
51, @default_class, 1.6444639186374843e-05, 57.0, 41.0
сводный, @default_class, 1.6733141819713637e-05, 58.0, 31.0
противоречие, @default_class, 1.5579133105347864e-05, 54.0, 42.0
1994, @default_class, 1.7887152353068814e-05, 62.0, 36.0
изложить, @default_class, 3.0292758310679346e-05, 105.0, 95.0
экспертиза, @default_class, 2.3945704015204683e-05, 83.0, 63.0
новостной, @default_class, 2.538821536290925e-05, 88.0, 64.0
неточность, @default_class, 1.586763573868666e-05, 55.0, 51.0
квантовый, @default_class, 0.00011453547631390393, 397.0, 62.0
электромагнитный, @default_class, 3.173527147737332e-05, 110.0, 53.0
толщина, @default_class, 4.875691593042575e-05, 169.0, 92.0
предотвращать, @default_class, 2.2214688215171918e-05, 77.0, 68.0
горизонт, @default_class, 3.7793823139509186e-05, 131.0, 79.0
краска, @default_class, 2.7119231162942015e-05, 94.0, 55.0
nasa, @default_class, 3.0004255677340552e-05, 104.0, 41.0
воплощение, @default_class, 1.1251595424255356e-05, 39.0, 36.0
perl, @default_class, 3.173527147737332e-05, 110.0, 37.0
периодический, @default_class, 2.2214688215171918e-05, 77.0, 62.0
match, @default_class, 2.5965220629586838e-05, 90.0, 36.0
приблизительный, @default_class, 1.2694107681454625e-05, 44.0, 42.0
нос, @default_class, 1.5002127838670276e-05, 52.0, 46.0
юрий, @default_class, 1.2694107681454625e-05, 44.0, 33.0
конвейер, @default_class, 3.3466283639427274e-05, 116.0, 44.0
слайд, @default_class, 9.520581079414114e-05, 330.0, 87.0
обосновать, @default_class, 1.2405605957610533e-05, 43.0, 37.0
сконструировать, @default_class, 9.520581443211995e-06, 33.0, 30.0
достоинство, @default_class, 4.760290539707057e-05, 165.0, 126.0
павел, @default_class, 3.202377411071211e-05, 111.0, 59.0
мартин, @default_class, 1.5579133105347864e-05, 54.0, 31.0
пилить, @default_class, 1.6444639186374843e-05, 57.0, 37.0
переиспользовать, @default_class, 1.1251595424255356e-05, 39.0, 32.0
linkedin, @default_class, 5.279594915919006e-05, 183.0, 51.0
product, @default_class, 6.0008511354681104e-05, 208.0, 75.0
грант, @default_class, 1.932966370077338e-05, 67.0, 37.0
мёртвый, @default_class, 3.0004255677340552e-05, 104.0, 86.0
высказывание, @default_class, 2.0195171600789763e-05, 70.0, 36.0
оптимистичный, @default_class, 2.7119231162942015e-05, 94.0, 35.0
сдвинуть, @default_class, 1.6156138372025453e-05, 56.0, 48.0
опциональный, @default_class, 4.356387216830626e-05, 151.0, 86.0
cli, @default_class, 2.4234206648543477e-05, 84.0, 30.0
посадочный, @default_class, 2.134918213414494e-05, 74.0, 36.0
72, @default_class, 1.8464157619746402e-05, 64.0, 49.0
угадать, @default_class, 1.586763573868666e-05, 55.0, 45.0
скорректировать, @default_class, 1.0963093700411264e-05, 38.0, 35.0
подталкивать, @default_class, 1.0097585800394882e-05, 35.0, 33.0
осмыслить, @default_class, 1.529063047200907e-05, 53.0, 36.0
интенсивный, @default_class, 2.077217686746735e-05, 72.0, 57.0
математик, @default_class, 2.8850245143985376e-05, 100.0, 64.0
превращение, @default_class, 1.702164445305243e-05, 59.0, 50.0
6000, @default_class, 1.0963093700411264e-05, 38.0, 34.0
субъективный, @default_class, 3.981333793490194e-05, 138.0, 80.0
дайджест, @default_class, 2.913874777732417e-05, 101.0, 59.0
прекращение, @default_class, 1.0963093700411264e-05, 38.0, 38.0
столица, @default_class, 1.4425122571992688e-05, 50.0, 38.0
эра, @default_class, 2.365720138186589e-05, 82.0, 62.0
копейка, @default_class, 1.6444639186374843e-05, 57.0, 48.0
столбец, @default_class, 5.7988992921309546e-05, 201.0, 64.0
произвольно, @default_class, 9.520581443211995e-06, 33.0, 32.0
сортировка, @default_class, 7.616465154569596e-05, 264.0, 105.0
равномерный, @default_class, 1.2117103324271739e-05, 42.0, 36.0
толстой, @default_class, 1.759864971973002e-05, 61.0, 44.0
резерв, @default_class, 1.5579133105347864e-05, 54.0, 38.0
бок, @default_class, 1.759864971973002e-05, 61.0, 46.0
авария, @default_class, 6.433604721678421e-05, 223.0, 94.0
55, @default_class, 2.740773379628081e-05, 95.0, 83.0
строение, @default_class, 2.2791693481849506e-05, 79.0, 65.0
парочка, @default_class, 1.2117103324271739e-05, 42.0, 40.0
600, @default_class, 4.529488433036022e-05, 157.0, 120.0
dhcp, @default_class, 1.990666896745097e-05, 69.0, 31.0
отбрасывать, @default_class, 1.8175654986407608e-05, 63.0, 43.0
отправитель, @default_class, 5.07764307258185e-05, 176.0, 42.0
пересылать, @default_class, 1.0963093700411264e-05, 38.0, 31.0
city, @default_class, 2.365720138186589e-05, 82.0, 31.0
образцов, @default_class, 1.904116288642399e-05, 66.0, 56.0
географический, @default_class, 2.134918213414494e-05, 74.0, 57.0
125, @default_class, 1.4136619938653894e-05, 49.0, 39.0
очистка, @default_class, 3.6928315239492804e-05, 128.0, 100.0
занести, @default_class, 1.2117103324271739e-05, 42.0, 39.0
power, @default_class, 6.116252188803628e-05, 212.0, 99.0
адресовать, @default_class, 1.154009805759415e-05, 40.0, 32.0
хрупкий, @default_class, 1.0097585800394882e-05, 35.0, 31.0
италия, @default_class, 1.1828600690932944e-05, 41.0, 36.0
hex, @default_class, 4.7025900130392984e-05, 163.0, 34.0
